Pattern, Group, Path, IndName, Args, Line
5,,/package-question-3/src/A.java,strTom5.getBytes,,51
5,,/package-question-4/src/A.java,Base64.getEncoder,,65
5,,/package-question-4/src/A.java,Base64.getEncoder,,48
5,,/package-question-4/src/A.java,Cipher.getInstance,algorithm,62
5,,/package-question-4/src/A.java,Cipher.getInstance,algorithm,45
5,,/package-question-4/src/A.java,SecretKeyFactory.getInstance,"PBEWithMD5AndDES",27
5,,/package-question-4/src/A.java,VAR1.clone,,73
5,,/package-question-4/src/A.java,e.printStackTrace,,32
5,,/package-question-4/src/A.java,e.printStackTrace,,35
5,,/package-question-4/src/A.java,e.toString,,50
5,,/package-question-4/src/A.java,e.toString,,67
5,,/package-question-4/src/A.java,encodeToString,ciphertext,65
5,,/package-question-4/src/A.java,encodeToString,ciphertext,48
5,,/package-question-4/src/A.java,getBytes,,44
5,,/package-question-4/src/A.java,getRandomSecretKey,"12345678".getBytes(),44
5,,/package-question-4/src/A.java,getRandomSecretKey,bytes,61
5,,/package-question-4/src/A.java,keyFactory.generateSecret,pbe,28
5,,/package-question-4/src/A.java,m1,,57
5,,/package-question-4/src/A.java,m1,,43
5,,/package-question-4/src/A.java,m2,plaintext,19
5,,/package-question-4/src/A.java,m3,plaintext,21
5,,/package-question-4/src/A.java,pbeCipher.doFinal,strToEncrypt.getBytes(),47
5,,/package-question-4/src/A.java,pbeCipher.doFinal,strToEncrypt.getBytes(),64
5,,/package-question-4/src/A.java,pbeCipher.init,Cipher.ENCRYPT_MODE | key | pbeKey,46
5,,/package-question-4/src/A.java,pbeCipher.init,Cipher.ENCRYPT_MODE | key | pbeKey,63
5,,/package-question-4/src/A.java,println,"Error while encrypting: " + e.toString(),50
5,,/package-question-4/src/A.java,println,"Error while encrypting: " + e.toString(),67
5,,/package-question-4/src/A.java,println,encryptedString,20
5,,/package-question-4/src/A.java,println,m3(plaintext),21
5,,/package-question-4/src/A.java,random.nextBytes,bytes,60
5,,/package-question-4/src/A.java,secureRandom.nextBytes,VAR2,75
5,,/package-question-4/src/A.java,strToEncrypt.getBytes,,47
5,,/package-question-4/src/A.java,strToEncrypt.getBytes,,64
5,,/package-question-4/src/A.java,toCharArray,,26
5,,/package-question-5/src/A.java,Base64.getEncoder,,38
5,,/package-question-5/src/A.java,Cipher.getInstance,algorithm,34
5,,/package-question-5/src/A.java,KeyGenerator.getInstance,"AES",29
5,,/package-question-5/src/A.java,cipher.doFinal,plaintext.getBytes(),37
5,,/package-question-5/src/A.java,cipher.init,Cipher.ENCRYPT_MODE | keyGenerator | ivSpec,36
5,,/package-question-5/src/A.java,encodeToString,ciphertext,38
5,,/package-question-5/src/A.java,keyGen.generateKey,,31
5,,/package-question-5/src/A.java,keyGen.init,256,30
5,,/package-question-5/src/A.java,m1,,32
5,,/package-question-5/src/A.java,m2,plaintext,16
5,,/package-question-5/src/A.java,plaintext.getBytes,,37
5,,/package-question-5/src/A.java,println,encryptedString,17
5,,/package-question-5/src/A.java,random.generateSeed,55,23
5,,/package-question-5/src/A.java,random.nextBytes,iv,24
5,,/package-question-5/src/A.java,random.setSeed,random.generateSeed(55),23
5,,/package-question-6/src/A.java,Base64.getDecoder,,34
5,,/package-question-6/src/A.java,Cipher.getInstance,algorithm,32
5,,/package-question-6/src/A.java,KeyGenerator.getInstance,keyAlgo,23
5,,/package-question-6/src/A.java,cipher.doFinal,Base64.getDecoder().decode(strTom5),34
5,,/package-question-6/src/A.java,cipher.init,Cipher.DECRYPT_MODE | secretKey | ivSpec,33
5,,/package-question-6/src/A.java,decode,strTom5,34
5,,/package-question-6/src/A.java,e.toString,,37
5,,/package-question-6/src/A.java,keyGenerator.generateKey,,25
5,,/package-question-6/src/A.java,keyGenerator.init,256,24
5,,/package-question-6/src/A.java,m1,plaintext,15
5,,/package-question-6/src/A.java,println,"Error while m5ing: " + e.toString(),37
5,,/package-question-6/src/A.java,println,m4edString,16
5,,/package-question-6/src/A.java,random.nextBytes,iv,29
5,,/package-question-7/src/A.java,Base64.getEncoder,,28
5,,/package-question-7/src/A.java,Cipher.getInstance,algorithm,25
5,,/package-question-7/src/A.java,SecretKeyFactory.getInstance,"AES",20
5,,/package-question-7/src/A.java,e.toString,,30
5,,/package-question-7/src/A.java,encodeToString,ciphertext,28
5,,/package-question-7/src/A.java,getBytes,,22
5,,/package-question-7/src/A.java,keyFactory.generateSecret,spec,24
5,,/package-question-7/src/A.java,m1,plaintext,14
5,,/package-question-7/src/A.java,pbeCipher.doFinal,strToEncrypt.getBytes(),27
5,,/package-question-7/src/A.java,pbeCipher.init,Cipher.ENCRYPT_MODE | key,26
5,,/package-question-7/src/A.java,println,"Error while encrypting: " + e.toString(),30
5,,/package-question-7/src/A.java,println,encryptedString,15
5,,/package-question-7/src/A.java,strToEncrypt.getBytes,,27
5,,/package-question-8/src/A.java,Base64.getEncoder,,30
5,,/package-question-8/src/A.java,Cipher.getInstance,algorithm,26
5,,/package-question-8/src/A.java,VAR1.clone,,38
5,,/package-question-8/src/A.java,cipher.doFinal,strToEncrypt.getBytes(),29
5,,/package-question-8/src/A.java,cipher.init,Cipher.ENCRYPT_MODE | secretKey | ivSpec,28
5,,/package-question-8/src/A.java,e.toString,,32
5,,/package-question-8/src/A.java,encodeToString,ciphertext,30
5,,/package-question-8/src/A.java,getRandomSecretKey,iv,25
5,,/package-question-8/src/A.java,initVec.getBytes,,24
5,,/package-question-8/src/A.java,m1,plaintext,13
5,,/package-question-8/src/A.java,println,"Error while encrypting: " + e.toString(),32
5,,/package-question-8/src/A.java,println,encryptedString,14
5,,/package-question-8/src/A.java,secureRandom.nextBytes,VAR2,40
